n.evals.q.1.0.	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.all.each.global.pleiotropy.sd	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.all.each.global.pleiotropy.sd.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.all.each.global.pleiotropy.sd.max	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.all.each.global.pleiotropy.sd	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.all.each.global.pleiotropy.sd.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.all.each.global.pleiotropy.sd.max	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.all.each.global.pleiotropy.sd	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.all.each.global.pleiotropy.sd.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.all.each.global.pleiotropy.sd.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.all.each.global.pleiotropy.sd	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.all.each.global.pleiotropy.sd.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.all.each.global.pleiotropy.sd.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.all.each.global.pleiotropy.sd	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.all.each.global.pleiotropy.sd.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.all.each.global.pleiotropy.sd.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.all.each.global.pleiotropy.sd	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.all.each.global.pleiotropy.sd.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.all.each.global.pleiotropy.sd.max
4.780e+04	3.983e-02	3.105e-02	4.708e-02	4.515e-02	3.349e-02	5.439e-02	4.949e-02	3.556e-02	6.560e-02	5.632e-02	5.186e-02	6.161e-02	5.609e-02	5.116e-02	6.051e-02	5.589e-02	5.266e-02	6.498e-02
4.790e+04	3.983e-02	3.105e-02	4.708e-02	4.515e-02	3.349e-02	5.439e-02	4.949e-02	3.556e-02	6.560e-02	5.632e-02	5.186e-02	6.161e-02	5.609e-02	5.116e-02	6.051e-02	5.589e-02	5.266e-02	6.498e-02
4.800e+04	3.983e-02	3.110e-02	4.708e-02	4.556e-02	3.371e-02	5.421e-02	4.949e-02	3.562e-02	6.560e-02	5.632e-02	5.180e-02	6.152e-02	5.609e-02	5.116e-02	6.056e-02	5.589e-02	5.275e-02	6.498e-02
4.810e+04	3.983e-02	3.110e-02	4.708e-02	4.556e-02	3.366e-02	5.421e-02	4.949e-02	3.562e-02	6.560e-02	5.632e-02	5.180e-02	6.152e-02	5.609e-02	5.116e-02	6.056e-02	5.561e-02	5.196e-02	6.498e-02
4.820e+04	3.983e-02	3.164e-02	4.634e-02	4.556e-02	3.366e-02	5.421e-02	4.949e-02	3.567e-02	6.560e-02	5.632e-02	5.180e-02	6.152e-02	5.609e-02	5.126e-02	6.056e-02	5.561e-02	5.196e-02	6.498e-02
4.830e+04	3.983e-02	3.164e-02	4.634e-02	4.556e-02	3.366e-02	5.421e-02	4.949e-02	3.567e-02	6.560e-02	5.618e-02	5.180e-02	6.152e-02	5.609e-02	5.126e-02	6.056e-02	5.561e-02	5.196e-02	6.498e-02
4.840e+04	3.949e-02	3.164e-02	4.541e-02	4.561e-02	3.366e-02	5.421e-02	4.949e-02	3.567e-02	6.560e-02	5.618e-02	5.180e-02	6.070e-02	5.609e-02	5.126e-02	6.056e-02	5.561e-02	5.196e-02	6.498e-02
4.850e+04	3.949e-02	3.111e-02	4.541e-02	4.561e-02	3.366e-02	5.421e-02	4.949e-02	3.582e-02	6.593e-02	5.566e-02	5.180e-02	6.070e-02	5.609e-02	5.126e-02	6.056e-02	5.561e-02	5.196e-02	6.498e-02
4.860e+04	3.949e-02	3.181e-02	4.541e-02	4.556e-02	3.366e-02	5.421e-02	4.972e-02	3.582e-02	6.560e-02	5.522e-02	5.180e-02	6.043e-02	5.609e-02	5.126e-02	6.056e-02	5.561e-02	5.230e-02	6.498e-02
4.870e+04	3.972e-02	3.203e-02	4.541e-02	4.556e-02	3.379e-02	5.421e-02	5.083e-02	3.565e-02	6.560e-02	5.522e-02	5.275e-02	6.043e-02	5.659e-02	5.126e-02	6.134e-02	5.561e-02	5.230e-02	6.498e-02
4.880e+04	3.975e-02	3.203e-02	4.541e-02	4.556e-02	3.379e-02	5.421e-02	5.083e-02	3.565e-02	6.560e-02	5.522e-02	5.275e-02	6.043e-02	5.659e-02	5.126e-02	6.134e-02	5.561e-02	5.230e-02	6.528e-02
4.890e+04	3.975e-02	3.203e-02	4.541e-02	4.561e-02	3.379e-02	5.439e-02	5.083e-02	3.565e-02	6.560e-02	5.522e-02	5.275e-02	6.043e-02	5.706e-02	5.096e-02	6.134e-02	5.561e-02	5.243e-02	6.528e-02
4.900e+04	3.897e-02	3.274e-02	4.541e-02	4.561e-02	3.409e-02	5.439e-02	5.083e-02	3.425e-02	6.550e-02	5.522e-02	5.275e-02	6.043e-02	5.706e-02	5.096e-02	6.118e-02	5.561e-02	5.243e-02	6.528e-02
4.910e+04	3.845e-02	3.187e-02	4.541e-02	4.561e-02	3.402e-02	5.439e-02	5.083e-02	3.446e-02	6.501e-02	5.522e-02	5.275e-02	6.043e-02	5.706e-02	5.096e-02	6.118e-02	5.561e-02	5.243e-02	6.528e-02
4.920e+04	3.845e-02	3.195e-02	4.541e-02	4.561e-02	3.402e-02	5.439e-02	5.083e-02	3.446e-02	6.501e-02	5.558e-02	5.275e-02	6.043e-02	5.706e-02	5.096e-02	6.101e-02	5.561e-02	5.243e-02	6.528e-02
4.930e+04	3.854e-02	3.207e-02	4.541e-02	4.527e-02	3.402e-02	5.439e-02	5.083e-02	3.446e-02	6.490e-02	5.558e-02	5.275e-02	6.024e-02	5.706e-02	5.096e-02	6.162e-02	5.561e-02	5.240e-02	6.531e-02
4.940e+04	3.883e-02	3.215e-02	4.541e-02	4.541e-02	3.326e-02	5.439e-02	5.083e-02	3.499e-02	6.490e-02	5.558e-02	5.275e-02	6.024e-02	5.706e-02	5.096e-02	6.162e-02	5.561e-02	5.240e-02	6.533e-02
4.950e+04	3.883e-02	3.224e-02	4.549e-02	4.541e-02	3.323e-02	5.439e-02	5.083e-02	3.499e-02	6.490e-02	5.558e-02	5.275e-02	5.887e-02	5.706e-02	5.061e-02	6.162e-02	5.561e-02	5.240e-02	6.533e-02
4.960e+04	3.928e-02	3.224e-02	4.557e-02	4.541e-02	3.325e-02	5.439e-02	5.083e-02	3.499e-02	6.490e-02	5.558e-02	5.275e-02	5.887e-02	5.706e-02	5.061e-02	6.162e-02	5.561e-02	5.240e-02	6.467e-02
4.970e+04	3.928e-02	3.210e-02	4.557e-02	4.461e-02	3.347e-02	5.439e-02	5.083e-02	3.426e-02	6.490e-02	5.558e-02	5.275e-02	5.887e-02	5.675e-02	5.061e-02	6.162e-02	5.561e-02	5.240e-02	6.467e-02
4.980e+04	3.897e-02	3.210e-02	4.557e-02	4.461e-02	3.347e-02	5.439e-02	5.083e-02	3.426e-02	6.497e-02	5.559e-02	5.275e-02	5.801e-02	5.675e-02	5.061e-02	6.182e-02	5.561e-02	5.194e-02	6.467e-02
4.990e+04	3.881e-02	3.210e-02	4.557e-02	4.461e-02	3.402e-02	5.439e-02	5.083e-02	3.426e-02	6.497e-02	5.559e-02	5.285e-02	5.801e-02	5.675e-02	5.061e-02	6.182e-02	5.613e-02	5.194e-02	6.533e-02
5.000e+04	3.864e-02	3.210e-02	4.566e-02	4.461e-02	3.402e-02	5.439e-02	5.021e-02	3.426e-02	6.497e-02	5.558e-02	5.285e-02	5.766e-02	5.675e-02	5.108e-02	6.182e-02	5.613e-02	5.194e-02	6.533e-02
