n.evals.q.1.0.	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.all.each.brain.pleiotropy.sd	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.all.each.brain.pleiotropy.sd.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.all.each.brain.pleiotropy.sd.max	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.all.each.brain.pleiotropy.sd	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.all.each.brain.pleiotropy.sd.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.all.each.brain.pleiotropy.sd.max	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.all.each.brain.pleiotropy.sd	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.all.each.brain.pleiotropy.sd.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.all.each.brain.pleiotropy.sd.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.all.each.brain.pleiotropy.sd	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.all.each.brain.pleiotropy.sd.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.all.each.brain.pleiotropy.sd.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.all.each.brain.pleiotropy.sd	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.all.each.brain.pleiotropy.sd.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.all.each.brain.pleiotropy.sd.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.all.each.brain.pleiotropy.sd	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.all.each.brain.pleiotropy.sd.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.all.each.brain.pleiotropy.sd.max
4.640e+04	4.639e-02	3.427e-02	5.352e-02	5.430e-02	4.104e-02	6.310e-02	5.375e-02	4.374e-02	6.300e-02	6.285e-02	5.873e-02	6.900e-02	6.254e-02	5.600e-02	7.055e-02	6.251e-02	5.328e-02	6.740e-02
4.650e+04	4.664e-02	3.427e-02	5.386e-02	5.430e-02	4.104e-02	6.310e-02	5.375e-02	4.321e-02	6.302e-02	6.285e-02	5.873e-02	6.915e-02	6.254e-02	5.600e-02	7.064e-02	6.251e-02	5.374e-02	6.740e-02
4.660e+04	4.664e-02	3.427e-02	5.396e-02	5.430e-02	4.104e-02	6.310e-02	5.375e-02	4.320e-02	6.302e-02	6.285e-02	5.873e-02	6.897e-02	6.254e-02	5.660e-02	7.064e-02	6.251e-02	5.374e-02	6.740e-02
4.670e+04	4.664e-02	3.427e-02	5.426e-02	5.430e-02	4.104e-02	6.343e-02	5.375e-02	4.320e-02	6.302e-02	6.285e-02	5.873e-02	6.897e-02	6.254e-02	5.660e-02	7.064e-02	6.251e-02	5.374e-02	6.740e-02
4.680e+04	4.664e-02	3.427e-02	5.320e-02	5.424e-02	4.105e-02	6.347e-02	5.458e-02	4.319e-02	6.302e-02	6.285e-02	5.822e-02	6.926e-02	6.254e-02	5.660e-02	7.064e-02	6.252e-02	5.374e-02	6.760e-02
4.690e+04	4.664e-02	3.427e-02	5.343e-02	5.424e-02	4.112e-02	6.329e-02	5.547e-02	4.293e-02	6.302e-02	6.285e-02	5.822e-02	6.926e-02	6.254e-02	5.695e-02	7.064e-02	6.252e-02	5.374e-02	6.760e-02
4.700e+04	4.664e-02	3.446e-02	5.272e-02	5.424e-02	4.046e-02	6.311e-02	5.547e-02	4.265e-02	6.175e-02	6.285e-02	5.822e-02	6.926e-02	6.254e-02	5.695e-02	7.064e-02	6.252e-02	5.285e-02	6.759e-02
4.710e+04	4.664e-02	3.392e-02	5.161e-02	5.340e-02	4.041e-02	6.311e-02	5.547e-02	4.237e-02	6.149e-02	6.294e-02	5.822e-02	6.834e-02	6.254e-02	5.695e-02	7.064e-02	6.252e-02	5.285e-02	6.836e-02
4.720e+04	4.754e-02	3.376e-02	5.161e-02	5.340e-02	4.041e-02	6.311e-02	5.547e-02	3.992e-02	6.149e-02	6.294e-02	5.822e-02	6.834e-02	6.254e-02	5.695e-02	7.064e-02	6.252e-02	5.290e-02	6.836e-02
4.730e+04	4.815e-02	3.376e-02	5.161e-02	5.340e-02	4.041e-02	6.308e-02	5.583e-02	3.951e-02	6.118e-02	6.295e-02	5.822e-02	6.888e-02	6.254e-02	5.695e-02	7.064e-02	6.251e-02	5.290e-02	6.776e-02
4.740e+04	4.815e-02	3.376e-02	5.039e-02	5.317e-02	4.041e-02	6.304e-02	5.583e-02	3.932e-02	6.118e-02	6.295e-02	5.822e-02	6.888e-02	6.254e-02	5.695e-02	7.064e-02	6.251e-02	5.290e-02	6.808e-02
4.750e+04	4.815e-02	3.376e-02	5.039e-02	5.317e-02	3.977e-02	6.304e-02	5.643e-02	3.913e-02	6.131e-02	6.295e-02	5.822e-02	6.888e-02	6.254e-02	5.695e-02	7.064e-02	6.251e-02	5.290e-02	6.808e-02
4.760e+04	4.815e-02	3.376e-02	5.039e-02	5.317e-02	3.977e-02	6.305e-02	5.643e-02	3.913e-02	6.131e-02	6.294e-02	5.822e-02	6.888e-02	6.254e-02	5.695e-02	7.064e-02	6.252e-02	5.290e-02	6.808e-02
4.770e+04	4.815e-02	3.376e-02	5.039e-02	5.331e-02	3.977e-02	6.305e-02	5.645e-02	3.938e-02	6.131e-02	6.289e-02	5.822e-02	6.888e-02	6.254e-02	5.695e-02	7.064e-02	6.224e-02	5.290e-02	6.761e-02
4.780e+04	4.820e-02	3.376e-02	5.039e-02	5.337e-02	3.977e-02	6.305e-02	5.630e-02	3.938e-02	6.131e-02	6.289e-02	5.825e-02	6.888e-02	6.254e-02	5.695e-02	7.064e-02	6.224e-02	5.290e-02	6.761e-02
4.790e+04	4.814e-02	3.357e-02	5.039e-02	5.337e-02	3.977e-02	6.305e-02	5.630e-02	3.938e-02	6.148e-02	6.289e-02	5.825e-02	6.888e-02	6.254e-02	5.695e-02	7.064e-02	6.239e-02	5.290e-02	6.761e-02
4.800e+04	4.814e-02	3.375e-02	5.039e-02	5.337e-02	3.977e-02	6.305e-02	5.579e-02	3.938e-02	6.131e-02	6.289e-02	5.825e-02	6.838e-02	6.283e-02	5.695e-02	7.094e-02	6.203e-02	5.297e-02	6.781e-02
4.810e+04	4.814e-02	3.525e-02	5.089e-02	5.365e-02	3.977e-02	6.324e-02	5.619e-02	3.917e-02	6.131e-02	6.289e-02	5.801e-02	6.842e-02	6.283e-02	5.695e-02	7.094e-02	6.203e-02	5.281e-02	6.781e-02
4.820e+04	4.796e-02	3.525e-02	5.115e-02	5.365e-02	3.977e-02	6.324e-02	5.619e-02	3.921e-02	6.149e-02	6.289e-02	5.801e-02	6.863e-02	6.283e-02	5.695e-02	7.094e-02	6.203e-02	5.281e-02	6.781e-02
4.830e+04	4.796e-02	3.523e-02	5.115e-02	5.365e-02	3.913e-02	6.324e-02	5.619e-02	3.921e-02	6.149e-02	6.321e-02	5.801e-02	6.863e-02	6.283e-02	5.573e-02	7.094e-02	6.203e-02	5.281e-02	6.781e-02
4.840e+04	4.670e-02	3.523e-02	5.121e-02	5.365e-02	3.913e-02	6.340e-02	5.619e-02	3.921e-02	6.149e-02	6.321e-02	5.801e-02	6.863e-02	6.283e-02	5.573e-02	7.073e-02	6.205e-02	5.374e-02	6.779e-02
4.850e+04	4.670e-02	3.523e-02	5.072e-02	5.365e-02	3.913e-02	6.338e-02	5.619e-02	3.921e-02	6.207e-02	6.277e-02	5.801e-02	6.863e-02	6.283e-02	5.573e-02	7.073e-02	6.205e-02	5.281e-02	6.779e-02
4.860e+04	4.670e-02	3.523e-02	5.072e-02	5.365e-02	3.913e-02	6.338e-02	5.449e-02	3.941e-02	6.201e-02	6.277e-02	5.805e-02	6.863e-02	6.283e-02	5.573e-02	7.044e-02	6.177e-02	5.288e-02	6.779e-02
4.870e+04	4.670e-02	3.414e-02	5.119e-02	5.365e-02	3.913e-02	6.338e-02	5.449e-02	3.941e-02	6.201e-02	6.296e-02	5.805e-02	6.863e-02	6.235e-02	5.573e-02	7.044e-02	6.177e-02	5.288e-02	6.801e-02
4.880e+04	4.670e-02	3.417e-02	5.119e-02	5.365e-02	3.861e-02	6.338e-02	5.474e-02	3.941e-02	6.201e-02	6.296e-02	5.805e-02	6.863e-02	6.290e-02	5.573e-02	7.044e-02	6.194e-02	5.288e-02	6.801e-02
4.890e+04	4.670e-02	3.417e-02	5.192e-02	5.365e-02	3.861e-02	6.338e-02	5.551e-02	3.941e-02	6.201e-02	6.277e-02	5.805e-02	6.863e-02	6.290e-02	5.573e-02	7.044e-02	6.194e-02	5.402e-02	6.801e-02
4.900e+04	4.670e-02	3.417e-02	5.191e-02	5.365e-02	3.861e-02	6.338e-02	5.551e-02	3.921e-02	6.201e-02	6.296e-02	5.805e-02	6.863e-02	6.290e-02	5.573e-02	7.021e-02	6.194e-02	5.402e-02	6.784e-02
4.910e+04	4.670e-02	3.436e-02	5.215e-02	5.365e-02	3.861e-02	6.314e-02	5.551e-02	3.891e-02	6.201e-02	6.296e-02	5.805e-02	6.863e-02	6.290e-02	5.573e-02	7.021e-02	6.194e-02	5.402e-02	6.806e-02
4.920e+04	4.670e-02	3.445e-02	5.215e-02	5.365e-02	3.861e-02	6.314e-02	5.682e-02	3.882e-02	6.201e-02	6.296e-02	5.805e-02	6.863e-02	6.290e-02	5.573e-02	7.021e-02	6.194e-02	5.443e-02	6.806e-02
4.930e+04	4.670e-02	3.445e-02	5.215e-02	5.365e-02	3.817e-02	6.314e-02	5.682e-02	3.882e-02	6.201e-02	6.274e-02	5.805e-02	6.839e-02	6.290e-02	5.573e-02	7.021e-02	6.194e-02	5.443e-02	6.825e-02
4.940e+04	4.670e-02	3.445e-02	5.215e-02	5.309e-02	3.830e-02	6.314e-02	5.771e-02	3.925e-02	6.201e-02	6.274e-02	5.854e-02	6.704e-02	6.290e-02	5.578e-02	7.050e-02	6.226e-02	5.443e-02	6.825e-02
4.950e+04	4.677e-02	3.417e-02	5.122e-02	5.225e-02	3.830e-02	6.331e-02	5.775e-02	4.028e-02	6.201e-02	6.274e-02	5.854e-02	6.704e-02	6.290e-02	5.578e-02	7.050e-02	6.226e-02	5.443e-02	6.825e-02
4.960e+04	4.717e-02	3.414e-02	5.121e-02	5.194e-02	3.830e-02	6.314e-02	5.775e-02	4.028e-02	6.201e-02	6.274e-02	5.747e-02	6.704e-02	6.290e-02	5.578e-02	7.034e-02	6.226e-02	5.443e-02	6.825e-02
4.970e+04	4.717e-02	3.445e-02	5.096e-02	5.194e-02	3.812e-02	6.314e-02	5.624e-02	4.023e-02	6.226e-02	6.274e-02	5.747e-02	6.704e-02	6.290e-02	5.578e-02	7.034e-02	6.226e-02	5.443e-02	6.825e-02
4.980e+04	4.717e-02	3.445e-02	5.173e-02	5.194e-02	3.812e-02	6.314e-02	5.535e-02	4.007e-02	6.251e-02	6.274e-02	5.747e-02	6.704e-02	6.290e-02	5.578e-02	7.034e-02	6.226e-02	5.443e-02	6.825e-02
4.990e+04	4.717e-02	3.445e-02	5.162e-02	5.305e-02	3.812e-02	6.314e-02	5.525e-02	3.994e-02	6.251e-02	6.285e-02	5.747e-02	6.704e-02	6.325e-02	5.578e-02	7.034e-02	6.226e-02	5.408e-02	6.825e-02
5.000e+04	4.717e-02	3.445e-02	5.170e-02	5.305e-02	3.812e-02	6.314e-02	5.388e-02	3.994e-02	6.245e-02	6.356e-02	5.747e-02	6.666e-02	6.325e-02	5.525e-02	7.006e-02	6.226e-02	5.408e-02	6.825e-02
